brand_name,ulta_slug,peta,leaping_bunny,peta_status,parent_company,parent_cf,top_parent,top_parent_cf,notes,aliases
Lume,lume,TRUE,FALSE,cf,Harry's Inc.,UNKNOWN,,,Acquired by Harry's 2021,
Lumify,lumify,FALSE,FALSE,not_found,Bausch + Lomb,UNKNOWN,,,Lumify is a Bausch + Lomb OTC product,
LuminaNRG,luminanrg,FALSE,FALSE,not_found,,,,,Parent unknown,
Luna Bronze,luna-bronze,FALSE,FALSE,not_found,,,,,Independent Australian brand,
Luna Daily,luna-daily,FALSE,FALSE,not_found,,,,,Independent; founder Katy Cottam; UK intimate care; Unilever Ventures minority investor,
Luna Nectar,luna-nectar,TRUE,TRUE,cf,,,,,Independent,
Lunya,lunya,FALSE,FALSE,not_found,,,,,Independent; founder Ashley Merrill; luxury sleepwear; filed Subchapter V Ch.11 2023 then restructured,
LUSH,lush,TRUE,FALSE,cf,,,,,Independent; privately held (Mark Constantine),
LUV SCRUB,luv-scrub,FALSE,FALSE,not_found,,,,,Parent unknown,
Luvum,luvum,FALSE,FALSE,not_found,,,,,Parent unknown,
M3 Naturals,m3-naturals,FALSE,FALSE,not_found,,,,,Parent unknown,
ma:nyo,manyo,FALSE,FALSE,not_found,,,,,Independent Korean brand,
MAC,mac,FALSE,FALSE,not_cf,Estée Lauder Companies,FALSE,,,ELC brand since 1994,
Mad Hippie,mad-hippie,TRUE,FALSE,cf,,,,,Independent,
Mad Rabbit,mad-rabbit,FALSE,FALSE,not_found,,,,,Independent; co-founders Oliver Zak and Selom Agbitor; Mark Cuban investor,
Made By Mitchell,made-by-mitchell,FALSE,FALSE,not_found,,,,,Independent UK brand,
Madeca Derma,madeca-derma,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Madison Reed,madison-reed,FALSE,TRUE,not_found,,,,,Independent; Amy Errett founder; VC-backed,
MAËLYS,maelys,TRUE,FALSE,cf,Barinboim Group,UNKNOWN,,,Barinboim Group is controlling shareholder; Norwest minority investor,
Magic Molecule,magic-molecule,FALSE,FALSE,not_found,,,,,Parent unknown,
Maison Noir,maison-noir,FALSE,FALSE,not_found,,,,,Parent unknown,
Makari,makari,FALSE,FALSE,not_found,,,,,Independent; founder Dr. Jacques François; Makari de Suisse; skincare for women of color,
Make Time Wellness,make-time-wellness,FALSE,FALSE,not_found,,,,,Parent unknown,
Malibu Apothecary,malibu-apothecary,FALSE,FALSE,not_found,,,,,Parent unknown,
Mania Holic,mania-holic,FALSE,FALSE,not_found,,,,,Parent unknown,
Manucurist,manucurist,TRUE,FALSE,cf,,,,,Independent French brand,
Marc Jacobs,marc-jacobs,FALSE,FALSE,not_found,Coty,FALSE,,,Coty beauty/fragrance license; Marc Jacobs fashion is private,Marc Jacobs Beauty
Marie Hunter,marie-hunter,TRUE,FALSE,cf,,,,,Parent unknown,
Mario Badescu,mario-badescu,FALSE,FALSE,may_not_be,,,,,Independent; Cabasso family since 1984,
MaryRuth's,maryruths,FALSE,TRUE,not_found,,,,,Independent; founder MaryRuth Ghiyam; Butterfly PE exited majority stake Aug 2024,
Masami,masami,TRUE,TRUE,cf,,,,,Parent unknown,
Matrix,matrix,FALSE,FALSE,not_cf,L'Oréal SA,FALSE,,,L'Oréal professional brand,
Maui Babe,maui-babe,FALSE,FALSE,not_found,,,,,Parent unknown,
Maybelline,maybelline,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,Acquired by L'Oréal 1996,
MDSolarSciences,mdsolarsciences,TRUE,FALSE,cf,,,,,Independent; founded by Dr. Robert Friedman; dermatologist-founded SPF,
Medicine Mama,medicine-mama,FALSE,FALSE,not_found,,,,,Parent unknown,
Medicool,medicool,FALSE,FALSE,not_found,,,,,Parent unknown,
medicube,medicube,FALSE,FALSE,not_found,,,,,Independent Korean brand,
MEDIHEAL,mediheal,TRUE,FALSE,cf,L&P Cosmetics,UNKNOWN,,,L&P Cosmetic Group Korea; MEDIHEAL founded 2009 by Kwon Oh-sub,
Medix 5.5,medix-55,FALSE,FALSE,not_found,,,,,Parent unknown,
Mela Vitamins,mela-vitamins,FALSE,FALSE,not_found,,,,,Parent unknown,
Menokin,menokin,FALSE,FALSE,not_found,,,,,Parent unknown,
Merythod,merythod,FALSE,FALSE,not_found,,,,,Parent unknown,
Messi Fragrances,messi-fragrances,FALSE,FALSE,not_found,Game On Product Group,UNKNOWN,,,Game On Product Group Pty Ltd (Australia) licensed manufacturer; launched 2024,
Metamorphosis,metamorphosis,FALSE,FALSE,not_found,,,,,Parent unknown,
method,method,TRUE,TRUE,cf,SC Johnson,FALSE,,,Acquired by SC Johnson 2017,
Miami Beach Bum,miami-beach-bum,FALSE,TRUE,not_found,,,,,Parent unknown,
Michael Malul,michael-malul,FALSE,FALSE,not_found,,,,,Parent unknown,
Michael Todd Beauty,michael-todd-beauty,TRUE,FALSE,cf,,,,,Parent unknown,
Mielle,mielle,FALSE,FALSE,not_found,Procter & Gamble,FALSE,,,Acquired by P&G 2023; first Black female-owned brand acquired by P&G,
Miko,miko,TRUE,FALSE,cf,,,,,Parent unknown,
Mila Moursi Skin Care,mila-moursi-skin-care,FALSE,FALSE,not_found,,,,,Parent unknown,
Milani,milani,TRUE,TRUE,cf,Gryphon Investors,UNKNOWN,,,PE majority stake,
Milk + Honey,milk-honey,TRUE,FALSE,cf,,,,,Parent unknown,
MILK MAKEUP,milk-makeup,FALSE,TRUE,may_not_be,Waldencast,UNKNOWN,,,Acquired by Waldencast 2022; Waldencast is publicly traded,
Mini Brands,mini-brands,FALSE,FALSE,not_found,,,,,Parent unknown,
Minimalist,minimalist,FALSE,FALSE,not_found,Hindustan Unilever (Unilever),FALSE,,,HUL acquired 90.5% stake 2025; Unilever sells in China,
Mintier,mintier,FALSE,FALSE,not_found,,,,,Parent unknown,
MISSHA,missha,FALSE,FALSE,not_found,Able C&C Co. Ltd. (Korea),UNKNOWN,,,Able C&C owns both Missha and A'Pieu,
MISTR,mistr,FALSE,FALSE,not_found,,,,,Parent unknown,
Miu Miu,miu-miu,FALSE,FALSE,not_cf,L'Oréal SA,FALSE,,,L'Oréal holds Miu Miu beauty/fragrance license (Miu Miu fashion is Prada Group),
Mixed Chicks,mixed-chicks,TRUE,FALSE,cf,,,,,Parent unknown,
Mixsoon,mixsoon,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Molvany,molvany,FALSE,FALSE,not_found,,,,,Parent unknown,
MOMENTUM,momentum,FALSE,FALSE,not_found,,,,,Parent unknown,
Moncho Moreno,moncho-moreno,FALSE,FALSE,not_found,,,,,Parent unknown,
MONDAY Haircare,monday-haircare,TRUE,FALSE,cf,,,,,Independent Australian brand,
Monika Blunder Beauty,monika-blunder-beauty,TRUE,FALSE,cf,,,,,Parent unknown,
Montblanc,montblanc,FALSE,FALSE,not_found,Inter Parfums,UNKNOWN,,,Inter Parfums fragrance license,
Moon,moon,TRUE,FALSE,cf,,,,,Parent unknown (oral care),
Moon Juice,moon-juice,FALSE,TRUE,not_found,,,,,Independent,
Moroccanoil,moroccanoil,TRUE,FALSE,cf,,,,,Independent; Carmen & Ofer Tal (Israel/NY),
Morphe,morphe,FALSE,TRUE,may_not_be,Forma Brands,UNKNOWN,,,Bankrupt; lender-controlled; US/wholesale ops ongoing,
Morris Flamingo,morris-flamingo,FALSE,FALSE,not_found,,,,,Parent unknown,
Moschino,moschino,FALSE,FALSE,not_found,Euroitalia,UNKNOWN,,,Euroitalia acquired Moschino beauty/fragrance from Aeffe 2024,
Mount Lai,mount-lai,FALSE,TRUE,not_found,,,,,Independent; founder Stephanie Zheng; gua sha/TCM-based skincare,
MUGLER,mugler,FALSE,FALSE,may_not_be,L'Oréal SA,FALSE,,,L'Oréal acquired from Clarins Group 2020,
MÜHLE,muhle,FALSE,FALSE,not_found,,,,,Independent German grooming brand,
Murad,murad,TRUE,FALSE,cf,Unilever,FALSE,,,Acquired by Unilever 2015,
Mustela,mustela,FALSE,FALSE,may_not_be,,,,,Independent French brand (Expanscience),
My Neighbor's Tallow,my-neighbors-tallow,FALSE,FALSE,not_found,,,,,Independent,
MySmile,mysmile,FALSE,FALSE,not_found,,,,,Parent unknown,
MYTAGALONGS,mytagalongs,FALSE,FALSE,not_found,,,,,Parent unknown,
NABLA,nabla,TRUE,FALSE,cf,,,,,Independent Italian brand,
Nads Natural,nads-natural,FALSE,FALSE,not_found,,,,,Parent unknown (Australian),
Nail Tek,nail-tek,FALSE,TRUE,not_found,American International Industries (AII),UNKNOWN,,,AII acquired Nail Tek 2012,
Nails Inc.,nails-inc,TRUE,FALSE,cf,Pacific World Corporation,UNKNOWN,,,Acquired by Pacific World 2024,
Nair,nair,TRUE,FALSE,cf,Church & Dwight,FALSE,,,Church & Dwight brand,
Najeau,najeau,FALSE,FALSE,not_found,,,,,Parent unknown,
Naked Sundays,naked-sundays,TRUE,FALSE,cf,,,,,Independent; founder Samantha Brett; Australian SPF brand; XRC Ventures investor,
NAKERY BEAUTY,nakery-beauty,TRUE,TRUE,cf,,,,,Independent; founded 2022 by Liz Folce,
narka,narka,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
NARS,nars,FALSE,FALSE,not_cf,Shiseido,FALSE,,,Acquired by Shiseido 1999; Shiseido sells in China,
NassifMD Skincare,nassifmd-skincare,FALSE,TRUE,not_found,,,,,Parent unknown,
NATASHA DENONA,natasha-denona,FALSE,FALSE,not_found,,,,,Independent; founder Natasha Denona; luxury cosmetics,
Nature's Bounty,natures-bounty,FALSE,FALSE,not_found,Nestlé Health Science,FALSE,,,Nestlé acquired for $5.75B 2021; Nestlé sells in China,
NatureLab. Tokyo,naturelab-tokyo,FALSE,FALSE,not_found,"NatureLab Co., Ltd. (Japan)",UNKNOWN,,,NatureLab Japan (80+ beauty brands); co-founder Rosa Takagi,
Naturium,naturium,TRUE,TRUE,cf,e.l.f. Beauty,TRUE,,,Acquired by e.l.f. Beauty 2023 ($355M); e.l.f. is PETA CF certified,
Nemat,nemat,TRUE,FALSE,cf,Independent (Nemat International),TRUE,,,Parent unknown; Family-run fragrance house since 1982; PETA-verified cruelty-free,
NEOGEN,neogen,FALSE,FALSE,not_found,,,,,Independent Korean brand,
NEOM Wellbeing,neom-wellbeing,FALSE,FALSE,not_found,,,,,Independent; Piper Private Equity investor; UK wellness and fragrance brand,
NEST New York,nest-new-york,FALSE,TRUE,not_found,North Castle Partners,UNKNOWN,,,North Castle Partners PE majority; Eurazeo sold 2022 ($200M valuation),
Neutrogena,neutrogena,FALSE,FALSE,not_cf,Kenvue,FALSE,,,Kenvue (J&J spinoff 2023); sells in China,
Nexxus,nexxus,FALSE,FALSE,not_found,Unilever,FALSE,,,Unilever brand,
Nick Stenson Beauty,nick-stenson-beauty,FALSE,TRUE,not_found,,,,,Parent unknown,
Nimbi,nimbi,TRUE,FALSE,cf,,,,,Parent unknown,
Nioxin,nioxin,FALSE,FALSE,not_found,Wella Company (KKR),FALSE,,,Wella Company brand,
Nishane,nishane,FALSE,FALSE,not_found,,,,,Independent Turkish niche fragrance house,
Nixit,nixit,FALSE,FALSE,not_found,,,,,Parent unknown,
No7,no7,FALSE,FALSE,may_not_be,No7 Beauty Company (Sycamore Partners),FALSE,,,Boots brand; WBA → Sycamore Partners took private 2025,
Nodpod,nodpod,FALSE,FALSE,not_found,,,,,Parent unknown,
Nopalera,nopalera,TRUE,FALSE,cf,,,,,Independent; Sandra Velasquez founder,
Not Your Mother's,not-your-mothers,FALSE,FALSE,not_found,Henkel,FALSE,,,Henkel completed acquisition April 27 2026 (~€800M); Henkel sells in China,
NOTO Botanics,noto-botanics,TRUE,FALSE,cf,,,,,Independent,
NOYZ,noyz,TRUE,FALSE,cf,,,,,Parent unknown,
nu119,nu119,FALSE,FALSE,not_found,,,,,Parent unknown,
NUDESTIX,nudestix,FALSE,TRUE,not_found,,,,,Acquired by undisclosed US firm Sept 2025; founders remain,
NuFACE,nuface,FALSE,FALSE,not_found,,,,,Independent; Cole family; founded 2005,
NULASTIN,nulastin,FALSE,TRUE,not_found,,,,,Parent unknown,
numbuzin,numbuzin,FALSE,FALSE,not_found,,,,,Independent Korean brand,
NUTRAFOL,nutrafol,FALSE,TRUE,not_found,Unilever,FALSE,,,Acquired majority stake by Unilever 2022,
Nuxe,nuxe,FALSE,FALSE,may_not_be,,,,,Independent French brand (Aliza Jabes),
NYX Professional Makeup,nyx-professional-makeup,TRUE,FALSE,cf,L'Oréal SA,FALSE,,,Acquired by L'Oréal 2014,
Oak Essentials,oak-essentials,FALSE,TRUE,not_found,,,,,Parent unknown,
Oars + Alps,oars-alps,FALSE,FALSE,not_found,SC Johnson,UNKNOWN,,,SC Johnson acquired ~$20M 2019; men's skincare,
OCOA,ocoa,FALSE,TRUE,not_found,,,,,Parent unknown,
OCTAVIA MORGAN LOS ANGELES,octavia-morgan-los-angeles,FALSE,TRUE,not_found,,,,,Parent unknown,
Odele,odele,FALSE,TRUE,not_found,,,,,Independent,
Ofra Cosmetics,ofra-cosmetics,TRUE,TRUE,cf,,,,,Independent; family-owned since 1994; Carine Trezza (Gaito) current president,
Ogee,ogee,TRUE,TRUE,cf,,,,,Parent unknown,
OGX,ogx,FALSE,FALSE,not_found,Kenvue,FALSE,,,Kenvue (J&J spinoff); originally Vogue International,
Oh K!,oh-k,TRUE,FALSE,cf,,,,,Parent unknown (Korean-inspired),
OLAPLEX,olaplex,FALSE,TRUE,may_not_be,Henkel,FALSE,,,Henkel acquisition announced March 2026; ~$1.4B; pending regulatory close,
OLAS Wellness,olas-wellness,FALSE,FALSE,not_found,,,,,Parent unknown,
Olay,olay,FALSE,FALSE,not_cf,Procter & Gamble,FALSE,,,P&G brand,
OLEHENRIKSEN,olehenriksen,TRUE,FALSE,cf,LVMH,FALSE,,,Kendo Brands (LVMH); acquired 2011,
OLFACTORY X,olfactory-x,FALSE,FALSE,not_found,,,,,Parent unknown,
Oliere Paris,oliere-paris,FALSE,FALSE,not_found,,,,,Parent unknown,
Olivarrier,olivarrier,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Olive & June,olive-june,FALSE,FALSE,not_found,Helen of Troy,UNKNOWN,,,"Helen of Troy acquired Dec 2024 ($225M); also owns Drybar, OXO, Hydro Flask",
Olivia Garden,olivia-garden,FALSE,FALSE,not_found,,,,,Independent Belgian brand,
OLLY,olly,FALSE,FALSE,not_found,Unilever,FALSE,,,Acquired by Unilever 2019,
OmySalon,omysalon,FALSE,FALSE,not_found,,,,,Parent unknown,
Onekind,onekind,TRUE,TRUE,cf,,,,,Parent unknown,
ONYX Professional,onyx-professional,FALSE,FALSE,not_found,,,,,Parent unknown,
OPI,opi,TRUE,FALSE,cf,Coty,FALSE,,,Acquired by Coty 2010,
Optimum Nutrition,optimum-nutrition,FALSE,FALSE,not_found,Glanbia Performance Nutrition,UNKNOWN,,,Glanbia Performance Nutrition,
Orebella,orebella,TRUE,FALSE,cf,Celebrands,UNKNOWN,,,Celebrands brand incubator JV with Bella Hadid; Silas Capital Series A,
Organyc,organyc,FALSE,FALSE,not_found,,,,,Independent Italian brand,
Orientica Perfumes,orientica-perfumes,FALSE,FALSE,not_found,,,,,Parent unknown (UAE),
Origins,origins,FALSE,FALSE,not_cf,Estée Lauder Companies,FALSE,,,ELC brand,
Orly,orly,FALSE,TRUE,not_found,,,,,Independent; family-owned by Jeff Pink since 1975; made in Hollywood CA,
Ortega Beauty,ortega-beauty,FALSE,TRUE,not_found,,,,,Parent unknown,
OSEA,osea,TRUE,TRUE,cf,General Atlantic,UNKNOWN,,,General Atlantic strategic growth investment Sept 2025; founders Jenefer and Melissa Palmer retain majority,
Oster Professional,oster-professional,FALSE,FALSE,not_found,Sunbeam Products (Newell Brands),UNKNOWN,,,Sunbeam owns Oster; Sunbeam is Jarden/Newell Brands subsidiary,
OUAI,ouai,FALSE,TRUE,not_found,Procter & Gamble,FALSE,,,Acquired by P&G 2022,
Ouidad,ouidad,TRUE,FALSE,cf,Beauty By Imagination (BBI),UNKNOWN,,,JD Beauty → ACON Investments → BBI,
Overtone,overtone,TRUE,TRUE,cf,,TRUE,,,Independent; co-founders Maegan Scarlett and Liora Dudar; color-depositing hair care; LB cert under oVertone Color LLC,
P.CALM,pcalm,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Pacifica,pacifica,TRUE,FALSE,cf,,,,,Independent,
Pai-Shau,pai-shau,FALSE,FALSE,not_found,,,,,Parent unknown,
Palladio Beauty,palladio-beauty,FALSE,TRUE,not_found,,,,,Independent; owner Philip Solomon; North Castle Partners investor; clean cosmetics,
Panasonic,panasonic,FALSE,FALSE,not_found,Panasonic Holdings,UNKNOWN,,,Japanese conglomerate; sells in China,
PanOxyl,panoxyl,FALSE,FALSE,not_found,Crown Laboratories,UNKNOWN,,,Crown Laboratories (Hildred Capital portfolio); NOT Chattem/Sanofi,
Paris Hilton Fragrances,paris-hilton-fragrances,FALSE,FALSE,not_found,Parlux Ltd.,UNKNOWN,,,Parlux Ltd. manufactures and distributes Paris Hilton fragrance line since 2004; $2.5B+ lifetime sales,
Particle for Men,particle-men,FALSE,FALSE,not_found,,,,,Parent unknown,
Party of You,party-of-you,TRUE,FALSE,cf,,,,,Parent unknown,
PAT McGRATH LABS,pat-mcgrath-labs,FALSE,FALSE,not_found,GDA Luma,UNKNOWN,,,Emerged from Chapter 11 bankruptcy Jan 2026; GDA Luma new owner,
Patchology,patchology,TRUE,FALSE,cf,Rare Beauty Brands,UNKNOWN,,,Rare Beauty Brands (Chris Hobson) parent; also owns Kate Somerville (acquired 2025),
PATTERN,pattern,TRUE,FALSE,cf,,,,,Independent; Tracee Ellis Ross majority owner,PATTERN by Tracee Ellis Ross
Paul Mitchell,paul-mitchell,TRUE,FALSE,cf,John Paul Mitchell Systems (self),TRUE,,,"Independent; John Paul Mitchell Systems (JPMS); JPMS independent, longtime CF pioneer; PETA-verified cruelty-free",
PAUME,paume,FALSE,TRUE,not_found,,,,,Parent unknown,
Peace Out,peace-out,TRUE,TRUE,cf,,,,,Independent; 5th Century Partners minority investor,
PEACH & LILY,peach-lily,FALSE,TRUE,not_found,,,,,Independent; Alicia Yoon; Sandbridge Capital minority investor,
Peach Slices,peach-slices,FALSE,TRUE,not_found,Peach & Lily,UNKNOWN,,,Peach & Lily sister brand; founder Alicia Yoon; affordable K-beauty,
Perricone MD,perricone-md,FALSE,FALSE,may_not_be,THG (The Hut Group),UNKNOWN,,,Acquired by THG 2020 ($60M),
Perry Ellis,perry-ellis,FALSE,FALSE,not_found,Perry Ellis International,UNKNOWN,,,Perry Ellis International (Feldenkreis family private); fragrances via Parlux,
Persona,persona,TRUE,FALSE,cf,,,,,Parent unknown,
Personal Day,personal-day,FALSE,FALSE,not_found,,,,,Parent unknown,
Pete & Pedro,pete-pedro,FALSE,FALSE,not_found,,,,,Parent unknown,
Peter Thomas Roth,peter-thomas-roth,FALSE,FALSE,not_cf,,,,,Independent; Peter Thomas Roth founder/owner,
Philosophy,philosophy,FALSE,FALSE,may_not_be,Coty,FALSE,,,Acquired by Coty 2010,
Physicians Formula,physicians-formula,TRUE,FALSE,cf,Markwins Beauty Brands,UNKNOWN,,,Acquired by Markwins 2012,
Pink Pewter,pink-pewter,FALSE,FALSE,not_found,,,,,Parent unknown,
PINKWONDER,pinkwonder,FALSE,FALSE,not_found,,,,,Parent unknown,
Pinrose,pinrose,TRUE,TRUE,cf,,,,,Independent; co-founders Erika Shumate and Christine Luby; San Francisco fragrance,
Pirette,pirette,FALSE,FALSE,not_found,,,,,Parent unknown,
Pixi,pixi,FALSE,FALSE,not_found,,,,,Independent; Petra Strand; family-owned 1999,
PLA Beauty,pla-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
Plantkos,plantkos,FALSE,TRUE,not_found,,,,,Parent unknown,
Playground,playground,TRUE,FALSE,cf,,,,,Parent unknown,
PLU,plu,TRUE,FALSE,cf,,,,,Parent unknown,
PMD,pmd,FALSE,FALSE,not_found,,,,,Independent; founder/owner Sam Alexander; Draper UT,
Polite Society,polite-society,TRUE,FALSE,cf,,,,,Parent unknown,
Poo~Pourri,poopourri,FALSE,TRUE,not_found,,,,,Independent; Scentsible LLC (Suzy Batiz founder); toilet spray,
Poom,poom,FALSE,FALSE,not_found,,,,,Parent unknown,
Poppy & Pout,poppy-pout,TRUE,TRUE,cf,,,,,"Independent; family-owned, Idaho",
POUND CAKE,pound-cake,FALSE,TRUE,not_found,,,,,Parent unknown,
Prada,prada,FALSE,FALSE,not_cf,L'Oréal SA,FALSE,,,L'Oréal holds Prada beauty/fragrance license (Prada Group owns fashion),
PRAI Beauty,prai-beauty,TRUE,TRUE,cf,Luxury Brands LLC,UNKNOWN,,,"Luxury Brands LLC acquired Feb 2025 via The Dodo Group; also owns Youngblood, FHI Heat",
Proactiv,proactiv,FALSE,FALSE,may_not_be,Galderma,FALSE,,,Via Guthy-Renker → Nestlé Skin Health → Galderma,
Product-obsessed,product-obsessed,FALSE,FALSE,not_found,,,,,Parent unknown,
Productos LATINA,productos-latina,FALSE,FALSE,not_found,,,,,Parent unknown,
PROVENCE Beauty,provence-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
PÜR Minerals,pur-minerals,TRUE,FALSE,cf,Astral Brands,UNKNOWN,,,Astral Health & Beauty (Astral Brands) parent; Robert K Cohen CEO,
Pura,pura,TRUE,FALSE,cf,,,,,Independent; co-founders Richie Stapler and Bruno Lima; smart fragrance diffuser,
Pure Daily Care,pure-daily-care,FALSE,FALSE,not_found,,,,,Parent unknown,
Pure Mama,pure-mama,FALSE,FALSE,not_found,,,,,Parent unknown,
Pure Silk,pure-silk,FALSE,FALSE,not_found,,,,,Parent unknown,
Pureology,pureology,TRUE,FALSE,cf,L'Oréal SA,FALSE,,,L'Oréal professional brand,
Purito,purito,FALSE,FALSE,not_found,,,,,Independent Korean brand,
PURSONIC,pursonic,FALSE,FALSE,not_found,,,,,Parent unknown,
Qhemet Biologics,qhemet-biologics,FALSE,FALSE,not_found,,,,,Independent; Black-owned,
Queen Cosmetics,queen-cosmetics,FALSE,TRUE,not_found,,,,,Parent unknown,
Quiet Mind,quiet-mind,FALSE,FALSE,not_found,,,,,Parent unknown,
r.e.m. beauty,rem-beauty,TRUE,FALSE,cf,,,,,Independent; Ariana Grande bought back from bankrupt Forma Brands 2023,
Rabanne,rabanne,FALSE,FALSE,not_found,Puig,UNKNOWN,,,Puig brand (Paco Rabanne),
Rael,rael,FALSE,TRUE,not_found,,,,,Independent; Korean-American; VC-backed (Unilever Ventures minority),
Ralph Lauren,ralph-lauren,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,L'Oréal holds Ralph Lauren fragrance license,
Rare Beauty,rare-beauty,TRUE,TRUE,cf,,,,,Independent; Selena Gomez majority owner (~51%),Rare Beauty by Selena Gomez
Real Techniques,real-techniques,TRUE,FALSE,cf,PPI Beauty (Paris Presents),UNKNOWN,,,PPI Beauty/Paris Presents Inc.,
Red Carpet Manicure,red-carpet-manicure,FALSE,FALSE,not_found,,,,,Independent; founded by Barry Shields and Bruce Kowalsky (former Coty execs),
Redken,redken,FALSE,FALSE,not_cf,L'Oréal SA,FALSE,,,L'Oréal professional brand,
Refilled,refilled,FALSE,FALSE,not_found,,,,,Parent unknown,
RescueMD,rescuemd,FALSE,FALSE,not_found,,,,,Parent unknown,
Returnu,returnu,TRUE,FALSE,cf,,,,,Parent unknown,
REUZEL,reuzel,FALSE,TRUE,not_found,,,,,Independent Dutch brand,
RevAir,revair,FALSE,FALSE,not_found,,,,,Independent,
Revive Collagen,revive-collagen,FALSE,FALSE,not_found,,,,,Parent unknown,
Revlon,revlon,FALSE,FALSE,not_cf,Revlon,FALSE,,,Revlon Inc.; emerged from Chapter 11 bankruptcy 2023,
Revolution Beauty,revolution-beauty,TRUE,FALSE,cf,Manzanita Capital,UNKNOWN,,,PE firm Manzanita Capital,
Richualist,richualist,FALSE,FALSE,not_found,,,,,Parent unknown,
Ritual,ritual,FALSE,FALSE,not_found,,,,,Independent; Catharine Dockery,
Rizos Curls,rizos-curls,TRUE,TRUE,cf,,,,,Independent; Julissa Prado founder,
RMS Beauty,rms-beauty,TRUE,FALSE,cf,Highlander Partners,UNKNOWN,,,Highlander Partners (Dallas PE) majority stake Oct 2021; clean beauty,
RoC,roc,TRUE,FALSE,cf,Bridgepoint Capital,UNKNOWN,,,Acquired by Bridgepoint Jan 2024 ($500M); previously Gryphon from J&J,
RODAN + FIELDS,rodan-fields,FALSE,TRUE,not_found,,,,,Independent; TPG Capital minority stake; founders Katie Rodan & Kathy Fields,
rom&nd,rom-nd,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Rookie Wellness,rookie-wellness,FALSE,FALSE,not_found,,,,,Parent unknown,
Root Candles,root-candles,FALSE,FALSE,not_found,,,,,Parent unknown,
ROOTON,rooton,FALSE,FALSE,not_found,,,,,Parent unknown,
Rosebud Perfume Co.,rosebud-perfume-co,FALSE,FALSE,not_found,,,,,Independent; family-owned by Smith/Pruitt family since 1895; Woodsboro MD,
Rosebud Woman,rosebud-woman,FALSE,FALSE,not_found,,,,,Parent unknown,
ROSEN,rosen,TRUE,FALSE,cf,,,,,Parent unknown,
Rosendo Mateu,rosendo-mateu,FALSE,FALSE,not_found,,,,,Parent unknown,
Rosy & Earnest,rosy-earnest,FALSE,TRUE,not_found,,,,,Parent unknown,
ROUND LAB,round-lab,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Rovectin,rovectin,TRUE,FALSE,cf,,,,,Independent Korean brand,
Rude,rude,TRUE,FALSE,cf,,,,,Parent unknown,
Saalt,saalt,FALSE,FALSE,not_found,,,,,Independent; founder Cherie Hoeger; certified B Corp; menstrual care,
Sabrina Carpenter,sabrina-carpenter,TRUE,TRUE,cf,Scent Beauty,TRUE,,,Scent Beauty (Steve Mormoris CEO) licensed fragrance partnership; developed with Firmenich; Scent Beauty Inc. is an independent fragrance licensee; LB cert under Sweet Tooth by Sabrina Carpenter (LB availability lists Ulta),
SACHEU,sacheu,TRUE,FALSE,cf,,,,,Parent unknown,
Saint Jane,saint-jane,FALSE,FALSE,not_found,,,,,Independent; founder Casey Georgeson; clean CBD beauty,
Saje Natural Wellness,saje-natural-wellness,FALSE,TRUE,not_found,,,,,Independent Canadian brand,
SAKARA,sakara,FALSE,FALSE,not_found,,,,,Independent; co-founders Danielle DuBoise and Whitney Tingle; plant-based wellness,
Sally Hansen,sally-hansen,FALSE,FALSE,not_found,Coty,FALSE,,,Coty brand,
Saltair,saltair,FALSE,FALSE,not_found,The Center,UNKNOWN,,,"The Center brand incubator invested; also houses Phlur, Prequel; Iskra Lawrence co-founder",
Sam Edelman,sam-edelman,FALSE,FALSE,not_found,Caleres,UNKNOWN,,,Caleres (footwear group) parent of Sam Edelman brand; fragrance via Parlux partnership,
Sand and Sky,sand-sky,TRUE,FALSE,cf,,,,,Independent Australian brand,
Santu,santu,FALSE,FALSE,not_found,,,,,Parent unknown,
Sara Happ,sara-happ,TRUE,FALSE,cf,BGM Ventures,UNKNOWN,,,BGM Ventures controlling interest; Sara Happ stepped down Mar 2026,
Saturday Skin,saturday-skin,FALSE,FALSE,not_found,Chalogy International,UNKNOWN,,,Chalogy International parent incubator; CHA Health Systems Seoul R&D,
Sauce Beauty,sauce-beauty,TRUE,FALSE,cf,,,,,Parent unknown,
Scarlet by RedDrop,scarlet-by-reddrop,FALSE,FALSE,not_found,,,,,Parent unknown,
Schick,schick,FALSE,FALSE,not_found,Edgewell Personal Care,FALSE,,,Edgewell (NYSE: EPC); publicly traded,
Sebastian,sebastian,FALSE,FALSE,not_found,Wella Company (KKR),FALSE,,,Wella Company brand,
Seche,seche,FALSE,TRUE,not_found,,,,,Independent; Seche Inc. founded 1991; made in USA nail topcoat,
