brand_name,aliases,peta,leaping_bunny,parent_company,parent_peta,parent_lb,parent_sells_china,parent_status,cf_verdict,notes,confidence
Ancient Secrets,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified. Natural/Ayurvedic brand. Independent.,medium
Andalou Naturals,,TRUE,TRUE,Seaweed Bath Co. (acquired Jul 2024 from BWX Ltd.),,,no,independent,certified-clean,Parent: Seaweed Bath Co. (acquired from Australian conglomerate BWX Ltd. in July 2024). Both PETA + LB. Seaweed Bath Co. is a small independent natural brand — not a bad/gray parent.,high
Anderdogs,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Anderson + Joy,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Andrea International Industries,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Professional beauty supply. PETA certified. Independent.,medium
Andrea Lord,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Andrew Fitzsimons Professional Haircare,Andrew Fitzsimons,TRUE,FALSE,Independent,,,no,independent,certified-clean,Celebrity hairstylist's indie brand. PETA certified. Independent.,medium
ANGEL HOLD™ STYLING CREAM,Angel Hold,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified styling brand.,low
Angel Minerals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,German mineral cosmetics. PETA certified. Independent.,medium
Angela Caglia Skincare,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Celebrity facialist's skincare line. LB certified. Independent.,medium
ANGELCOCO,,TRUE,FALSE,Neontech,,,no,independent,certified-clean,Parent: Neontech — small independent company. PETA certified.,medium
Angelstick®,Angelstick,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Angie Watts,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Angie Watts Naturals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural personal care. PETA certified. Independent.,low
Aniise Natural Skincare and Cosmetics,Aniise,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural skincare/cosmetics. PETA certified. Independent.,low
Animal Brain Beauty,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Animal Human Alliance,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Animal welfare-focused.,low
Anis Herbocosmetica,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Herbal cosmetics brand. PETA certified. Likely Spanish/Latin American.,low
Anisa Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Makeup brushes/tools brand. PETA certified. Independent.,medium
Anise Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
Anjoize Ltd,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Independent.,low
Anjolie,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
annà museo,anna museo,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Anna Sui,,TRUE,FALSE,Kose Corporation (Japan),,,yes,bad,certified-gray,Cosmetics owned by Kose Corp (Japan) via subsidiary. Kose tests on animals for Chinese market and sells cosmetics in China. Bad parent. Anna Sui beauty = certified-gray.,high
Annabelle,,TRUE,FALSE,Groupe Marcelle,,,no,independent,certified-clean,"Parent: Groupe Marcelle — independent Canadian cosmetics co. (est. 1941, Montreal). PETA certified. No China concerns.",high
Annabelle Minerals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Polish mineral cosmetics. PETA certified. Independent.,medium
Annemarie Börlind,Annemarie Borlind,TRUE,FALSE,Independent,,,no,independent,certified-clean,German certified natural cosmetics (BDIH). PETA certified. Independent family company.,high
ANNI,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Annie Fannie's Sunshine LLC,Annie Fannie's Sunshine,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified artisan brand.,low
Annmarie Skin Care,Annmarie Gianni,FALSE,TRUE,Independent,,,no,independent,certified-clean,Organic wild-crafted skincare. LB certified. Independent.,medium
Anoint,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Anointment Natural Skin Care Inc.,Anointment,FALSE,TRUE,Independent,,,no,independent,certified-clean,Canadian natural baby/family care. LB certified. Independent.,medium
Anokha Skin Care,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Ayurvedic-inspired skincare. PETA certified. Independent.,medium
anokha®,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand. NOTE: possibly same brand as 'Anokha Skin Care' with different name/slug.,low
Anomaly Haircare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Founded by Priyanka Chopra Jonas (2021). Affordable haircare sold at Target. PETA certified. Independent.,high
ANSWR,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info.,low
ANTATI,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Antevorta Laboratories,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified beauty/lab brand.,low
Antheia Essentials by Easy Feel Products,Antheia Essentials,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified natural brand. Independent.,low
Anthony Skin,Anthony,TRUE,FALSE,Independent,,,no,independent,certified-clean,Men's skincare brand. PETA certified. Independent.,medium
Anti-Aging Hair Treatment,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified haircare brand.,low
Antonin .B,Antonin B,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Anua,,TRUE,FALSE,The Founders (brand incubator; Seoul Korea),,,yes,gray,certified-gray,"Korean skincare brand by The Founders incubator. Sells in China (physical retail and online). Post-2021 reform, most skincare qualifies as general cosmetics exempt from animal testing. PETA certified but China retail presence warrants gray flag.",medium
ANUKO,,TRUE,FALSE,Anko Cosmetics,,,no,independent,certified-clean,Parent: Anko Cosmetics — small independent company. PETA certified.,medium
Anyong,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Anyra Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
ao FEEL THE LIFE,ao Feel the Life,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Ao Skincare,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified skincare. Independent.,medium
AOA Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Affordable indie makeup brand. PETA certified. Independent.,medium
AOB Products,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Aparascent,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified scent brand.,low
Apeel Aesthetics Naturals,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified natural brand.,low
Aphotetic,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Aphrodite Razors,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Women's razor brand. PETA certified. Independent.,medium
Apiarium,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Bee-inspired (propolis/honey) cosmetics. PETA certified. Independent.,medium
Apo.Ge,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
APOEM,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Apollo and Artemis Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Apollo Dion,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Apot.care,Apot Care,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified skincare. Independent.,medium
Apoterra,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Organic skincare. LB certified. Independent.,medium
Apothecary Shoppe,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified apothecary brand.,low
Apothekary,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Plant-based wellness/supplements. PETA certified. Independent.,medium
Apotheke,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Clean candle/bath brand. PETA certified. Independent.,medium
Apothepurity,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Appalachian Growers,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified plant-based brand.,low
APPLE & BEARS,Apple and Bears,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK natural baby/family care. PETA certified. Independent.,medium
Apple Island Naturals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified natural brand. Independent.,low
Apple Valley Natural Soap,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified artisan soap brand.,low
Applied Beauty Products,,TRUE,FALSE,Baobab Group,,,no,independent,certified-clean,Parent: Baobab Group — small independent beauty group. PETA certified.,medium
Applied Bio Laboratories,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified bio/lab brand.,medium
Apricot,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand. Likely German (Apricot GmbH).,medium
Apsara Skin Care,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Ayurvedic skincare. PETA certified. Independent.,medium
APT.,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
APTO Skincare,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified minimal skincare. Independent.,medium
APUREE,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified indie brand.,low
Aqua di Parma,Acqua di Parma,TRUE,FALSE,LVMH,,,yes,bad,certified-gray,Note: likely 'Acqua di Parma.' LVMH-owned Italian fragrance/skincare house. LVMH sells cosmetics in China. Bad parent.,high
Aqua Natural,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified. Independent.,low
Aquababy,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Baby skin care. PETA certified. Independent.,low
Aquafresh,,TRUE,FALSE,Haleon (formerly GSK Consumer),,,yes,gray,certified-gray,"Toothpaste brand. Parent: Haleon (spun off from GSK 2022, LSE: HLN). Haleon sells consumer health products including in China. Gray parent. Brand itself is oral care not cosmetics.",medium
AquaGuard,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified hair protectant brand. Independent.,medium
Aqualogica,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indian skincare brand. PETA certified. Independent.,medium
Aquila Innovations,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Independent.,low
Aquilegia,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
ARA´KAI BEAUTY,Arakai Beauty,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie beauty. Independent.,low
Arabella Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
ARABORA,,TRUE,FALSE,ARAMEDIHEAL,,,no,independent,certified-clean,Parent: ARAMEDIHEAL — small independent company. PETA certified.,medium
Araceli Beauty,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Latina-founded indie makeup. LB certified. Independent.,medium
Aramis,,TRUE,FALSE,Estée Lauder Companies,,,yes,bad,certified-gray,Men's grooming/fragrance. Parent: Estée Lauder sells cosmetics in China. Bad parent.,high
Aramore Skincare,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare. Independent.,low
Aranya Holistic Skincare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Holistic skincare. PETA certified. Independent.,low
Arata,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indian haircare brand. PETA certified. Independent.,medium
Arbolito Colorido,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Likely Latin American.,low
Arbonne International,Arbonne,TRUE,FALSE,Groupe Rocher,,,gray,gray,certified-gray,"Parent: Groupe Rocher, which owns Yves Rocher — Yves Rocher sells in China. Arbonne itself does not sell in China and maintains CF pledge. Parent group has China sales via other brands. Gray.",high
Arbor Organic Technologies,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Organic ingredients/technologies. PETA certified. Independent.,medium
Arches & Halos,Arches and Halos,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brow grooming brand. PETA certified. Independent.,medium
ARCHIE COSMETICS CO.,Archie Cosmetics,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
ARCONA,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Spa-grade skincare. LB certified. Independent.,medium
Arctic Cure,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Independent.,low
Arctic Fox Hair Color,Arctic Fox,TRUE,TRUE,Independent,,,no,independent,certified-clean,Vegan semi-permanent hair color. Both PETA + LB. Independent. Popular indie brand.,high
Ardell Beauty,,FALSE,TRUE,American International Industries,,,no,independent,certified-clean,"Makeup line from Ardell. Parent: AII — independent family-owned (Zvi Ryzman, est. 1970). LB certified. No China concerns.",high
Ardell International,Ardell,TRUE,FALSE,American International Industries,,,no,independent,certified-clean,Professional false lash brand. Parent: AII — independent family-owned. PETA certified. No China concerns.,high
Areté,Arete,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Areu Areu,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Argabody,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Body care brand. PETA certified. Independent.,low
Arganat,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Argan oil beauty brand. PETA certified. Independent.,low
Argand'Or,Argand Or,TRUE,FALSE,Independent,,,no,independent,certified-clean,Moroccan argan oil brand. PETA certified. Independent.,medium
Arganoel-Zauber,Arganoel Zauber,TRUE,FALSE,Independent,,,no,independent,certified-clean,German argan oil cosmetics. PETA certified. Independent.,low
Argital,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Italian green clay cosmetics. PETA certified. Independent.,medium
Ariana Grande Fragrances,Ariana Grande,FALSE,TRUE,Luxe Brands Florida (licensed),,,no,independent,certified-clean,Licensed through Luxe Brands Florida. LB certified. Not sold in China. Explicitly cruelty-free and does not sell where animal testing is required.,high
Aribella,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Arielle Shoshana,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Fragrance/beauty brand. LB certified. Independent.,medium
ARIIX,,TRUE,FALSE,NewAge Inc. (bankrupt 2022; restructuring),,,no,independent,needs-review,MLM wellness brand. ARIIX merged with Morinda/NewAge Inc. (~2021). NewAge filed bankruptcy 2022. Corporate status post-restructuring unclear. Flag.,medium
Arilan Skincare,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified skincare. Independent.,medium
Arissa Studios,,TRUE,FALSE,Beauty 21,,,no,independent,certified-clean,Parent: Beauty 21 — small independent cosmetics company. PETA certified.,medium
Aristocrat,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Arius Cosmetics,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified cosmetics. Independent.,low
Arm & Hammer,Arm and Hammer,TRUE,FALSE,Church & Dwight,,,gray,gray,certified-gray,Baking soda/personal care brand. Parent: Church & Dwight — sells household products in China; beauty division unclear. Gray parent per master CSV.,high
Armor All®,Armor All,TRUE,FALSE,Energizer Holdings,,,no,independent,certified-clean,Automotive care brand. Parent: Energizer Holdings (NYSE: ENR). Primarily batteries/automotive — not a cosmetics bad parent. PETA certified.,medium
AROLAB Organic,Arolab,TRUE,FALSE,Independent,,,no,independent,certified-clean,Organic cosmetics brand. PETA certified. Independent.,low
Aroma Bella,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified aromatic beauty brand. Independent.,low
Aroma Crystal Therapy,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Crystal/aromatherapy brand. PETA certified. Independent.,low
Aroma Home,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified home aromatherapy brand.,low
Aroma Naturals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural aromatherapy brand. PETA certified. Independent.,low
Aroma Prodigy,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified aromatherapy brand.,low
Aroma Roots,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified aromatherapy brand. Independent.,low
Aroma Selena,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified aroma brand. Independent.,low
Aromacare Victoria,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy/care brand. PETA certified. Independent.,low
Aromafloria,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy spa products. PETA certified. Independent.,medium
AromaHome by Slatkin + Co.,AromaHome; Slatkin Co,TRUE,FALSE,Independent,,,no,independent,certified-clean,Home fragrance brand. PETA certified. Independent.,medium
Aromaland,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy/essential oils. PETA certified. Independent.,medium
"Aromaleigh, Inc.",Aromaleigh,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indie mineral cosmetics. PETA certified. Independent.,medium
Aromalief,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy relief brand. PETA certified. Independent.,low
Aromanthi,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy/mindfulness brand. PETA certified. Independent.,low
Aromas By Flo,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified artisan scent brand. Independent.,low
Aromatherapy by Whole Spectrum,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified aromatherapy brand.,low
Aromatherapy Rituals,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified aromatherapy brand.,low
Aromatic Creation,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified aromatic brand.,low
Aromatika,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified aromatherapy brand. Independent.,low
Aromazotika,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified aroma brand. Independent.,low
Aromi,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural fragrance/body care. PETA certified. Independent.,low
AROMTERRAPET,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Pet aromatherapy brand. PETA certified.,low
Arooba,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Array of Shades,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
Arriani Pharmaceuticals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified pharma/beauty brand. Independent.,low
Arrid,,TRUE,FALSE,Church & Dwight,,,gray,gray,certified-gray,Deodorant brand. Parent: Church & Dwight. Gray parent per master CSV.,high
ART BRÜT,Art Brut,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
ART Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
Artemis Life,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified wellness brand. Independent.,low
Artemis Pet Food,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Pet food/care. PETA certified. Independent.,low
ARTISANskin,Artisan Skin,TRUE,FALSE,Independent,,,no,independent,certified-clean,Artisan skincare. PETA certified. Independent.,low
Artist Couture,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Highlighter/makeup brand. PETA certified. Independent.,medium
artnaturals,art naturals,TRUE,FALSE,Independent,,,no,independent,certified-clean,Affordable natural personal care. PETA certified. Independent (Amazon-native brand).,medium
ArtOnIt Makeup,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie makeup. Independent.,low
ArtPOP Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
Arunas E.I.R.L.,Arunas,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Likely Peruvian. Independent.,low
Arvesha Ayurvedic,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Ayurvedic personal care. PETA certified. Independent.,low
Arya Laya,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural cosmetics brand. PETA certified. Likely German/European.,medium
ARYANA,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
As I Am,,TRUE,FALSE,Avlon Industries,yes,,no,independent,certified-clean,"Curly/textured hair care. Parent: Avlon Industries (Dr. Ali Syed, Melrose Park IL). Avlon is a Black-owned independent company. PETA certified. No China concerns.",high
AS OF TODAY,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Asa Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie beauty. Independent.,low
ASCENTION BEAUTY CO.,Ascention Beauty,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
ASCENTION Parfums,Ascention Parfums,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified fragrance brand. Independent.,low
ashakii,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Ashanti Naturals,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified natural brand.,low
Ashba Botanicals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Botanical skincare. PETA certified. Independent.,low
Ashley Joy Ic ve Dıs Ticaret Pazarlama Anonim Sirketi,Ashley Joy,TRUE,FALSE,Independent,,,no,independent,certified-clean,Turkish beauty company. PETA certified. Independent.,medium
ask natural,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural personal care. PETA certified. Independent.,low
Asklepios Garden,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified botanical brand.,low
Asna Beauty,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie beauty.,low
Aspen Glow,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
AspenClean,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Canadian certified natural cleaning products. Both PETA + LB. Independent.,high
Aspi,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Assembled Skincare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified skincare. Independent.,low
Aster Skincare,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare. Independent.,low
Asterwood,Asterwood Naturals,FALSE,TRUE,Independent,,,no,independent,certified-clean,Natural skincare/haircare. LB certified. Independent.,medium
ästhetik skincare,asthetik skincare,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare. Independent.,low
ASTIS,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Independent.,low
Astonea,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Astonish Cleaning Products,Astonish,TRUE,TRUE,Independent,,,no,independent,certified-clean,UK cleaning products. Both PETA + LB certified. Independent.,high
Asutra,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Wellness/magnesium/bath brand. PETA certified. Independent.,medium
At Last Naturals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural personal care. PETA certified. Independent.,low
Ataraxia Cosmética Vegetal,Ataraxia,TRUE,FALSE,Independent,,,no,independent,certified-clean,Vegan cosmetics brand. PETA certified. Likely Spanish/Latin American.,low
Ateh Jewel Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK indie beauty brand. PETA certified. Independent.,medium
Atelier Cologne,,TRUE,FALSE,L'Oréal,,,yes,bad,certified-gray,Acquired by L'Oréal. L'Oréal sells cosmetics in China. Bad parent. PETA lists the brand.,high
Atelier Populaire,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified artisan beauty. Independent.,low
ATGENE Inc.,Atgene,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Independent.,low
Athar'a,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified skincare. Independent.,medium
Athar'a Pure,Athara Pure,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare. Independent. Likely same brand family as Athar'a.,medium
ATHLETIC COSMETIC COMPANY LLC,Athletic Cosmetic Company,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified sport/active cosmetics. Independent.,low
Athletic Hands,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified hand care for athletes. Independent.,low
ATHR Beauty,Athr Beauty,TRUE,FALSE,Independent,,,no,independent,certified-clean,Crystal-infused indie makeup. PETA certified. Independent.,medium
Ativo Skincare,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare. Independent.,low
Atlanta Bath Company,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Artisan bath products. PETA certified. Independent.,low
Atlas Rose,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
ATO OGEL,,TRUE,FALSE,DOCTOR DEMAGEL Inc.,,,no,independent,certified-clean,Parent: DOCTOR DEMAGEL Inc. — small independent company. PETA certified.,medium
Atomic Makeup,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie makeup. Independent.,low
Attindas Hygiene Partners,Attindas,TRUE,FALSE,Independent,,,no,independent,certified-clean,Hygiene products company. PETA certified. Independent.,medium
ATTITUDE,,TRUE,FALSE,Bio-Spectra Inc.,,,no,independent,certified-clean,Parent: Bio-Spectra Inc. — Canadian natural products manufacturer. PETA certified. Independent. No China concerns.,high
ATWATER,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified men's grooming brand. Independent.,medium
ATZEN Superior to Organic® Skin Care,ATZEN,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified organic skincare. Independent.,medium
Au Natural Organics Company,Au Natural,TRUE,FALSE,Independent,,,no,independent,certified-clean,Organic personal care. PETA certified. Independent.,low
Au Naturale,Au Naturale Cosmetics,TRUE,FALSE,Independent,,,no,independent,certified-clean,Certified organic makeup brand. PETA certified. Independent.,medium
